chunk_id,layer,book,kind,marker,concept,present_in_v14,v14_locations,verdict,target_section,strength,note,critic_flag,critic_note
golden-BOOK-III-SPECTRUM-0308,golden,BOOK-III-SPECTRUM,SECTION,## D0 §16.6 Геометрия Core-13: три окружности (CHK),"§16.6 Core-13 geometry CHK: three shells r_A=7.161,r_B=2.558,r_C=17.062 with rms in δ_0 units; φ-hierarchy r_A/φ^4 r_0≈1.069, r_C/φ^6 r_0≈0.973",partial,BOOK_04 §04.CVFT.F3c (three-orbit shell geometry); BOOK_08 §08 (Core-13 three-orbit passport),integrate,BOOK_04.04,supporting,"v14 has the qualitative three-orbit Core-13 shell geometry but DROPS the quantitative δ_0-metric CHK: shell radii r_A/r_B/r_C with rms expressed as multiples of δ_0, the φ-hierarchy of radii via r_0=r_B/φ², and the parabola/line intersection geometric markers — i.e. the independent check that the PDG lattice node configuration (not just masses) matches the δ_0 metric.",,
golden-BOOK-III-SPECTRUM-0309,golden,BOOK-III-SPECTRUM,SECTION,## D0 §16.7 Π‑дефект и порядок‑оценка (g−2) как структурный эффект,REM 16.7: Pi-defect (pi_0 != pi) as structural contribution to (g-2) ~ (pi_0/pi - 1)(alpha/pi),no,,integrate,BOOK_04.4,supporting,v14 has pi0 as phase holonomy (BOOK_07 07.11) but does NOT derive the (g-2)_struct anomaly contribution from the pi_0 != pi finite-distinguishability defect; this falsifiable structural-anomaly bridge is absent.,,
golden-BOOK-III-SPECTRUM-0310,golden,BOOK-III-SPECTRUM,SECTION,## CHAPTER III.3 — Классический предел и предикторы,CHAPTER III.3 heading: classical limit and predictors,,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-III-SPECTRUM-0311,golden,BOOK-III-SPECTRUM,SECTION,"### Спектр Масс, Предиктор и Замыкание","Mass-spectrum contract: M1 (no hidden params), mass/motion = compression-algorithm params, derive 206/1836",partial,BOOK_04 §04.8,integrate,BOOK_04.8,core-forcing,"v14 states constants are graph eigenvalues but the M1 framing 'mass and motion are parameters of the history-compression algorithm, not properties of substance' (the forcing why) is dropped; v14 uses an operator-origin coefficient table instead.",,
golden-BOOK-III-SPECTRUM-0312,golden,BOOK-III-SPECTRUM,SECTION,### § III.3.A — Классический предел и спектр масс (D0 §11),Sub-section heading III.3.A: classical limit and mass spectrum (D0 §11),,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-III-SPECTRUM-0313,golden,BOOK-III-SPECTRUM,SECTION,### D0 §11 — От Структуры к Числу,Sub-section heading D0 §11: from structure to number,,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-III-SPECTRUM-0314,golden,BOOK-III-SPECTRUM,SECTION,D0 §11.0 Цель: От Структуры к Числу,"D0 §11.0 goal statement: predict spectrum (206, 1836) and motion (graph -> Newton/Lagrange)",,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-III-SPECTRUM-0315,golden,BOOK-III-SPECTRUM,SECTION,### § III.3.B — Фундамент массы (CORE-блок),"Sub-section heading III.3.B: mass foundation CORE block, '11.M mass as canonization period'",,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-III-SPECTRUM-0316,golden,BOOK-III-SPECTRUM,DEF,[DEF 11.M.1] ($\Pi$-канонизация). Пусть $\Pi$ — оператор сжатия истории.,DEF 11.M.1: Pi as the history-compression (canonization) operator,no,,integrate,BOOK_04.8,core-forcing,The CORE definition of mass via a history-compression operator Pi is absent from v14; v14 builds mass from a generation action M_l = D^T G^+ D + kappa I with no Pi-canonization operator. This is the foundational object the GOLDEN mass derivation rests on.,,
golden-BOOK-III-SPECTRUM-0317,golden,BOOK-III-SPECTRUM,DEF,[DEF 11.M.2] (Внутренний период $\tau$).,"DEF 11.M.2: internal period tau(X) = min{n: Pi^n(X) ~ X}, the self-confirmation cycle length ('existence clock')",no,,integrate,BOOK_04.8,core-forcing,Mass-as-period (tau = cycle length of self-confirmation) is not in v14; v14's lepton ratios are operator-origin decimals (1:3.881:10.318) with no period/tau definition. Core forcing object dropped.,,
golden-BOOK-III-SPECTRUM-0318,golden,BOOK-III-SPECTRUM,DEF,[DEF 11.M.3] (Массовый индекс).,DEF 11.M.3: mass index m(X) = tau(X)^{-1} (mass = inverse canonization period),no,,integrate,BOOK_04.8,core-forcing,The identity mass = 1/period is absent from v14. v14 never defines mass as inverse cycle period; this is the load-bearing GOLDEN bridge from structure to a mass number.,,
golden-BOOK-III-SPECTRUM-0319,golden,BOOK-III-SPECTRUM,LEM,[LEM 11.M.5] (Масса = Плотность циклов). $m(X)$ структурно тождественна плотности устойчивых замыканий $\varrho(X)$ из D0 §5.,LEM 11.M.5: mass m(X) structurally identical to stable-closure density rho(X) from D0 §5,no,,integrate,BOOK_04.8,supporting,The equivalence mass = cycle/closure density is not present in v14; the link from the §5 closure-density invariant to the mass index is dropped.,,
golden-BOOK-III-SPECTRUM-0320,golden,BOOK-III-SPECTRUM,DEF,[DEF 11.EM.1] (Топологическая ёмкость).,DEF 11.EM.1: topological capacity N_paths = 9*11 + 11*13 + 13*9 = 359,yes,BOOK_01 §(|E|=359); BOOK_04 §04.CVFT (359-edge 1-skeleton); BOOK_02 §(alpha_top),already-present,BOOK_04.CVFT,supporting,"359 as the edge/channel count of K(9,11,13) is fully present in v14 (BOOK_01 |E|=359, BOOK_04 359-edge skeleton, BOOK_02 alpha_top=359/phi^2-phi^-5) with its incidence derivation.",,
golden-BOOK-III-SPECTRUM-0321,golden,BOOK-III-SPECTRUM,REM,[REM 11.EM.2] (Где фиксируется \(\alpha^{-1}\)).,REM 11.EM.2: where alpha^-1 is fixed (cross-ref to III.2 / D0 §16.3); N_paths used only as topological input,yes,BOOK_02 §(alpha_top); BOOK_04 §04.CVFT,already-present,BOOK_04.CVFT,peripheral,Cross-reference remark; the substantive content (alpha^-1 fixed from 359) is fully present in v14 BOOK_02/BOOK_04.,,
golden-BOOK-III-SPECTRUM-0322,golden,BOOK-III-SPECTRUM,CHK,[CHK 11.E.3] (Электронный опорный индекс и индекс \(\alpha^{-1}\)).,CHK 11.E.3: electron = minimal stable charged mode selected by canonization (M1+) in class charge!=0; m(e) = alpha^-1 as internal index,partial,BOOK_04 §04.7 (electron terminal calibration register),integrate,BOOK_04.7,core-forcing,"v14 has electron as 'unique terminal calibration register' but DROPS the GOLDEN forcing that it is the minimal stable charged mode SELECTED BY canonization M1+ in the class charge!=0, and the identification m(e) identical alpha^-1 (internal index). The why (canonical selection) is replaced by a terminal-score-functional assertion.",,
golden-BOOK-III-SPECTRUM-0323,golden,BOOK-III-SPECTRUM,SECTION,### Структурный Вывод,Structural derivation intro: lepton/baryon copies via Lucas algebra L_n (integer quantization of phi-graph layer capacities),no,,integrate,BOOK_04.8,core-forcing,The Lucas-number quantization mechanism (layer capacities quantize as L_n because phi-graph is discrete) is absent from v14; v14 routes the hierarchy through torus ramification / Puiseux indices (BOOK_05 TORUS-RAMIFICATION-TARGET) with no Lucas-algebra forcing.,,
golden-BOOK-III-SPECTRUM-0324,golden,BOOK-III-SPECTRUM,THE,[THE 11.L.1] Мюонный Резонанс ($L_{11} + L_4$),THE 11.L.1 + 11.L.1.B: muon ratio m_mu/m_e = L_11 + L_4 + 2 phi^-2 = 206...; impedance additivity (Z = path length) forces additive not quadratic mass-index combination by M1,partial,BOOK_00 §(m_mu/m_e readout 206.77); BOOK_04 §04.8 (lepton ratios),integrate,BOOK_04.8,core-forcing,"M1 failure mode: v14 keeps the FACT m_mu/m_e=206.77 (BOOK_00 readout table) but DROPS the entire GOLDEN forcing: L_11=199 (torus capacity) + L_4=7 (reference address) + 2 phi^-2, AND the impedance-additivity theorem (Z(gamma1 o gamma2)=Z1+Z2 forces additive combination; quadratic would need an external orthogonality catalog forbidden by M1). v14 has only operator-origin decimal ratios with no derivation of 206 or why additive.",,
golden-BOOK-III-SPECTRUM-0325,golden,BOOK-III-SPECTRUM,CHK,[CHK 11.B.1] Протонный режим (CHK: проверка протонного режима),"CHK 11.B.1: proton = stable three-zone baryon mode of scene (9-11-13) requiring all zones, m_p/m_e ~ 1836",partial,BOOK_04 §(baryon 2-simplex Hodge sector); BOOK_02 §(baryon support),integrate,BOOK_04.8,supporting,"v14 has a baryon 2-simplex Hodge support sector but drops the GOLDEN forcing that the proton is THE stable three-zone barionic resonance requiring simultaneous participation of all three zones, and the m_p/m_e ~ 1836 target via phi^((29+sqrt5)/2); v14 carries no 1836 derivation from this argument.",,
golden-BOOK-III-SPECTRUM-0326,golden,BOOK-III-SPECTRUM,REM,[REM 11.B.1.R] (Почему “29” всё равно появляется).,"REM 11.B.1.R: why L_7=29 appears (Lucas number as three-zone structural resonance, an integer reference index)",no,,integrate,BOOK_04.8,supporting,The structural role of L_7=29 as a three-zone resonance reference index in the integer-predictor search is absent from v14.,,
golden-BOOK-III-SPECTRUM-0327,golden,BOOK-III-SPECTRUM,BRIDGE,[BRIDGE 11.C] (Гладкий предел: код-функционал → лагранжев язык).,BRIDGE 11.C: smooth-limit packaging code-functional -> Lagrangian language; CORE = classical motion is dominance of minimal history-code under coarse-graining,partial,BOOK_03 §(finite stationarity vs continuum Euler-Lagrange),integrate,BOOK_03.3,core-forcing,"v14 BOOK_03 states the EOM is a finite stationarity condition, not a continuum Lagrangian, but DROPS the GOLDEN CORE content that classical motion = dominance of the minimal history-code at coarse-graining (the why behind the variational packaging).",,
golden-BOOK-III-SPECTRUM-0328,golden,BOOK-III-SPECTRUM,SECTION,### Вывод $F=ma$,Sub-section heading: derivation of F=ma ('how does the graph generate Newton's laws?'),,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-III-SPECTRUM-0329,golden,BOOK-III-SPECTRUM,DEF,[DEF 11.C.1] Принцип Информационной Экономии,"DEF 11.C.1: Information Economy Principle; J = Cost_pos(V, high cycle-density rho = gravity) - Benefit_pred(inertia T), T=1/2 mv^2 in smooth limit",no,,integrate,BOOK_03.3,core-forcing,The Information Economy Principle deriving potential V (cost of high cycle-density location = gravity) and kinetic T (prediction-savings of inertial motion) from history-prediction cost is absent from v14; this is the GOLDEN forcing for why a Lagrangian exists at all.,,
golden-BOOK-III-SPECTRUM-0330,golden,BOOK-III-SPECTRUM,THE,[THE 11.C.2] Лагранжиан как Баланс,THE 11.C.2: Lagrangian L_code = V - T; path prob P ~ phi^{-L_code}; classical limit selects min code -> delta int(T-V)dt=0 (least action),partial,BOOK_03 §(finite stationarity),integrate,BOOK_03.3,core-forcing,v14 has finite stationarity but DROPS the derivation of the least-action principle from path probability P ~ phi^{-L_code} and survival of the minimal-code path; the variational principle in v14 is asserted as a finite stationarity functional without the phi^{-code} probabilistic forcing.,,
golden-BOOK-III-SPECTRUM-0331,golden,BOOK-III-SPECTRUM,REM,[REM 11.C.2.R] (Связь с принципом Ландауэра; BRIDGE-интерпретация).,REM 11.C.2.R: Landauer-principle link (history-code length = erased-information volume; kT ln2 cost) as BRIDGE for energy-like functional,no,,integrate,BOOK_03.3,supporting,"The Landauer-cost interpretation (erasing a bit costs kT ln2, grounding inertia/potential as coarse-grained predictability-maintenance costs at finite observer memory) is absent from v14.",,
golden-BOOK-III-SPECTRUM-0332,golden,BOOK-III-SPECTRUM,BRIDGE,[BRIDGE 11.C.3] Уравнение Ньютона (упаковка стационарности),"BRIDGE 11.C.3: Newton equation d/dt(mv) = -grad V, F=ma; force = gradient of informational complexity of space",partial,BOOK_03 §(finite stationarity); BOOK_07 §(weak-field reduction),integrate,BOOK_03.3,supporting,"v14 reaches Newtonian/weak-field stationarity but drops the GOLDEN reading 'force = gradient of computational complexity; body rolls toward where computing its existence is cheaper', which is the M1-style why behind F=ma.",,
golden-BOOK-III-SPECTRUM-0333,golden,BOOK-III-SPECTRUM,SECTION,### § III.3.C — Итоговое замыкание (Grand Closure),Sub-section heading III.3.C: Grand Closure (final closing),,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-III-SPECTRUM-0334,golden,BOOK-III-SPECTRUM,CHK,[CHK 11.Z] Таблица сопоставлений (CORE-индексы ↔ наблюдаемые; BRIDGE),CHK 11.Z: summary table CORE-index<->observable (alpha 359ch; mu L11+L4 206.77; p phi^((29+sqrt5)/2) 1836; F=ma) with CODATA errors,partial,BOOK_00 §(readout table),integrate,BOOK_04.8,supporting,"v14's BOOK_00 readout table carries the comparison numbers but not the GOLDEN D0-justification column (resonance L11+L4, scene-node phi^((29+sqrt5)/2)). The structural justifications that map each index to its observable are dropped; only the numeric bridge survives.",,
golden-BOOK-III-SPECTRUM-0335,golden,BOOK-III-SPECTRUM,SECTION,## CHAPTER III.4 — Феноменология и феноменологический обзор,CHAPTER III.4 heading: phenomenology overview,,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-III-SPECTRUM-0336,golden,BOOK-III-SPECTRUM,REM,[REM III.4.A] (Как читать предсказания).,"REM III.4.A: two-layer reading discipline (Structure THE/COR vs Projection BRIDGE-hypothesis); wrong BRIDGE localizes the bad bridge, does not break CORE",yes,BOOK_00 §(bridge/passport discipline); BOOK_05 §(bridge typing),already-present,BOOK_05,supporting,"The CORE-vs-BRIDGE layering discipline (and that a failed bridge localizes the bridge, not the core) is fully and more rigorously present throughout v14's certificate/bridge-typing discipline (BOOK_00, BOOK_05).",,
golden-BOOK-III-SPECTRUM-0337,golden,BOOK-III-SPECTRUM,REM,[REM III.4.0] (Статус главы).,REM III.4.0: chapter-status stub (status of phenomenology chapter),,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-III-SPECTRUM-0338,golden,BOOK-III-SPECTRUM,SECTION,"CHAPTER III.4 является феноменологическим слоем и содержит только BRIDGE‑гипотезы,",Chapter-status note: III.4 is BRIDGE-only until BOOK IV numerics; SU(N)/sqrt2/GeV/degrees are BRIDGE packaging not CORE,yes,BOOK_05 §(SM-looking labels do not imply full SM Lagrangian); BOOK_04 §(bridge/passport boundary),already-present,BOOK_05,peripheral,"The discipline 'SM-looking factor labels are bridge packaging, not core' is fully present in v14 (BOOK_05 215, BOOK_04 naming-requires-owner). Status note.",,
golden-BOOK-III-SPECTRUM-0339,golden,BOOK-III-SPECTRUM,SECTION,### Архитектура Реальности (Fine Structure & Origins),"Reality architecture intro: inputs (3 zones, alpha^-1~137, sin^2 theta_W ~ 3/13), task = derive 10 SM/cosmology params",partial,BOOK_04 §(sin^2 theta_W=0.2233); BOOK_02 §(alpha_top=137.0356),integrate,BOOK_04.4,supporting,"v14 has alpha^-1 and a sin^2 theta_W value (0.2233) but the GOLDEN structural target sin^2 theta_W ~ 3/13 (zone-ratio reading) is not carried; v14 derives the Weinberg angle from a runtime radial comparison, dropping the 3/13 zone-topology origin.",,
golden-BOOK-III-SPECTRUM-0340,golden,BOOK-III-SPECTRUM,SECTION,### III.4.A — Феноменология и феноменологический обзор (D0 §13),Sub-section heading III.4.A: phenomenology (D0 §13),,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-III-SPECTRUM-0341,golden,BOOK-III-SPECTRUM,SECTION,### D0 §13 — Конец Свободных Параметров,Sub-section heading D0 §13: end of free parameters,,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-III-SPECTRUM-0342,golden,BOOK-III-SPECTRUM,SECTION,D0 §13.0 Введение: Конец Свободных Параметров,D0 §13.0 intro: SM has ~20 fitted params; D0 postulate = all constants are eigenvalues of the scene topological operator (no stored random numbers),yes,BOOK_00 §(M1 no hidden parameters); BOOK_04 §(no free Yukawa/no retuning),already-present,BOOK_04,supporting,"The 'no free parameters; constants are operator eigenvalues' thesis is present throughout v14 (M1 admissibility, no-retuning theorems). Intro-level statement, well covered.",,
golden-BOOK-III-SPECTRUM-0343,golden,BOOK-III-SPECTRUM,SECTION,D0 §13.1 — Три зоны и проекция на «поколения»,Sub-section heading D0 §13.1: three zones and projection onto generations,,,skip,,peripheral,non-conceptual (nav/registry),,
